id_usuario,id_restaurante,rating_servicio,fecha
20752,9044,1,2011-02-19
127698,2797,1,2011-02-19
15655,1483,1,2011-02-19
140458,6318,1,2011-02-19
21773,2409,2,2011-02-19
140458,4056,2,2011-02-19
18643,3407,0,2011-02-19
132278,14266,1,2011-02-19
30951,7146,2,2011-02-19
140458,104,2,2011-02-19
7680,9044,1,2011-02-19
140456,7710,2,2011-02-19
76767,5790,1,2011-02-19
140456,3998,2,2011-02-19
140456,6888,2,2011-02-19
139904,499,0,2011-02-19
140256,5851,2,2011-02-19
140022,499,1,2011-02-19
12215,421,0,2011-02-19
46061,42,2,2011-02-20
140828,2605,3,2011-02-20
38901,3348,1,2011-02-20
12411,9230,1,2011-02-20
61540,2865,2,2011-02-20
140532,7058,3,2011-02-20
79623,7146,3,2011-02-20
140836,301,2,2011-02-20
80225,1020,1,2011-02-20
140852,14508,3,2011-02-20
87212,2388,2,2011-02-20
140726,6720,1,2011-02-20
87212,9842,2,2011-02-20
140882,9388,3,2011-02-20
83981,9716,2,2011-02-20
127498,8018,0,2011-02-20
79657,5944,1,2011-02-20
132278,2811,2,2011-02-20
59210,229,2,2011-02-20
138158,531,2,2011-02-20
5086,7783,1,2011-02-20
140788,6302,1,2011-02-20
5255,9804,2,2011-02-20
122960,9230,1,2011-02-20
91628,192,2,2011-02-20
14616,9598,2,2011-02-20
16611,2728,1,2011-02-20
90598,6643,1,2011-02-20
7680,2865,1,2011-02-20
94500,7150,1,2011-02-20
27745,2729,3,2011-02-20
128622,640,1,2011-02-20
77127,7851,1,2011-02-20
9688,9306,1,2011-02-20
26476,5132,3,2011-02-21
97446,6723,1,2011-02-21
7618,6503,1,2011-02-21
9918,2171,3,2011-02-21
2075,8088,2,2011-02-21
9918,6829,3,2011-02-21
76449,3998,2,2011-02-21
9781,2843,2,2011-02-21
20589,495,1,2011-02-21
91348,10876,2,2011-02-21
76449,1709,1,2011-02-21
92668,932,1,2011-02-21
23818,2729,2,2011-02-21
72025,165,1,2011-02-21
76449,3259,1,2011-02-21
71924,3313,2,2011-02-21
17549,2865,2,2011-02-21
71384,2797,1,2011-02-21
78358,7675,0,2011-02-21
47346,48,2,2011-02-21
75467,648,1,2011-02-21
58974,1144,0,2011-02-21
73844,251,3,2011-02-21
59695,9660,2,2011-02-21
63127,6219,2,2011-02-21
84063,7832,0,2011-02-21
61540,9802,2,2011-02-21
84063,412,1,2011-02-21
61843,9086,3,2011-02-21
119686,2153,0,2011-02-21
141142,2969,1,2011-02-21
66218,253,3,2011-02-21
110660,6331,3,2011-02-21
141078,3343,2,2011-02-21
117062,226,3,2011-02-21
139186,7644,2,2011-02-21
100990,11350,1,2011-02-21
138262,7844,3,2011-02-21
141014,7058,2,2011-02-21
131580,7784,3,2011-02-21
135024,6802,3,2011-02-21
141154,2796,2,2011-02-21
141020,6759,2,2011-02-21
13017,4716,2,2011-02-21
140930,2729,3,2011-02-21
130574,3317,2,2011-02-21
141204,9654,3,2011-02-21
140978,10798,1,2011-02-21
139984,9556,3,2011-02-21
141132,6727,0,2011-02-21
119354,7280,3,2011-02-22
141336,9728,2,2011-02-22
109098,2468,1,2011-02-22
141476,131,1,2011-02-22
92888,7155,1,2011-02-22
141342,2409,3,2011-02-22
92888,1480,1,2011-02-22
141476,1627,1,2011-02-22
5129,9716,3,2011-02-22
141476,59,3,2011-02-22
5016,1722,2,2011-02-22
139898,480,2,2011-02-22
16306,416,0,2011-02-22
141534,3977,3,2011-02-22
73979,2824,1,2011-02-22
141318,9728,2,2011-02-22
19298,104,2,2011-02-22
141374,3339,1,2011-02-22
31779,3343,2,2011-02-22
128952,7686,3,2011-02-22
20752,1556,1,2011-02-22
134586,1961,1,2011-02-22
30882,1699,2,2011-02-22
141364,2409,3,2011-02-22
22755,7675,2,2011-02-22
141354,2115,1,2011-02-22
2588,485,0,2011-02-22
48284,3901,2,2011-02-22
2588,640,1,2011-02-22
62402,3998,2,2011-02-22
83390,6483,1,2011-02-22
23768,282,2,2011-02-22
64465,9230,1,2011-02-22
83836,8082,1,2011-02-22
62402,48,1,2011-02-22
790,2646,1,2011-02-23
60948,1598,3,2011-02-23
86492,898,1,2011-02-23
12134,9088,3,2011-02-23
79549,9716,3,2011-02-23
139632,2796,2,2011-02-23
108542,631,2,2011-02-23
141936,6481,2,2011-02-23
115286,231,3,2011-02-23
140986,3907,2,2011-02-23
38826,2604,3,2011-02-23
141830,9814,2,2011-02-23
50705,411,1,2011-02-23
141786,2740,0,2011-02-23
112336,2116,3,2011-02-23
141784,6879,1,2011-02-23
142214,7676,1,2011-02-23
135638,9590,1,2011-02-23
98248,8512,3,2011-02-23
135638,10126,1,2011-02-23
90248,615,3,2011-02-23
141888,10798,2,2011-02-23
44509,2265,3,2011-02-23
141958,261,1,2011-02-23
47181,35,2,2011-02-23
141868,9418,3,2011-02-23
142006,3910,3,2011-02-23
141862,7595,2,2011-02-23
142058,674,0,2011-02-23
141860,8452,2,2011-02-23
142058,2994,3,2011-02-23
141762,536,1,2011-02-23
142058,200,3,2011-02-23
33686,146,0,2011-02-23
142058,3265,3,2011-02-23
40783,796,0,2011-02-23
20752,7157,2,2011-02-23
142140,7783,3,2011-02-23
4348,3259,2,2011-02-23
74661,7116,1,2011-02-23
20973,712,3,2011-02-23
77150,377,1,2011-02-23
17990,7946,2,2011-02-23
77796,3348,1,2011-02-23
15718,12692,2,2011-02-23
30951,4191,2,2011-02-23
18795,982,2,2011-02-23
17990,159,2,2011-02-23
142388,1755,2,2011-02-24
21708,9754,1,2011-02-24
142150,2740,2,2011-02-24
17960,377,1,2011-02-24
142330,9756,0,2011-02-24
20986,5133,3,2011-02-24
142330,3251,1,2011-02-24
19015,2134,2,2011-02-24
142330,13416,1,2011-02-24
20976,583,3,2011-02-24
142330,493,2,2011-02-24
53993,2715,3,2011-02-24
142064,9802,2,2011-02-24
61161,1320,2,2011-02-24
142420,1723,0,2011-02-24
5592,5132,2,2011-02-24
142722,104,0,2011-02-24
37051,6802,3,2011-02-24
142588,712,2,2011-02-24
100918,3199,1,2011-02-24
142576,9814,2,2011-02-24
32957,3119,1,2011-02-24
142330,9306,3,2011-02-24
32957,531,2,2011-02-24
141888,2271,2,2011-02-24
142594,747,2,2011-02-24
124812,1182,1,2011-02-24
45063,3387,0,2011-02-24
42856,3101,2,2011-02-24
44919,7335,2,2011-02-25
41905,7498,2,2011-02-25
36102,117,3,2011-02-25
50834,9784,2,2011-02-25
89078,2650,3,2011-02-25
15655,200,1,2011-02-25
67261,6318,3,2011-02-25
30951,9230,2,2011-02-25
6922,7865,1,2011-02-25
17522,7776,0,2011-02-25
6994,1514,1,2011-02-25
28187,4136,1,2011-02-25
72060,2152,3,2011-02-25
74206,2724,1,2011-02-25
67322,5249,2,2011-02-25
28938,2843,2,2011-02-25
60258,9716,2,2011-02-25
74206,3272,2,2011-02-25
63764,6459,0,2011-02-25
139654,6997,3,2011-02-25
34068,2082,2,2011-02-25
12274,3340,1,2011-02-25
124768,9230,1,2011-02-25
131432,6426,1,2011-02-25
143172,6692,2,2011-02-25
98766,7906,1,2011-02-25
142806,5851,2,2011-02-25
9764,2082,2,2011-02-25
143136,1813,0,2011-02-25
98766,7232,0,2011-02-25
143172,2165,2,2011-02-25
142964,10126,2,2011-02-25
143172,6347,1,2011-02-25
143172,2845,2,2011-02-25
97216,476,2,2011-02-26
143214,4031,2,2011-02-26
91424,1918,2,2011-02-26
143340,7530,2,2011-02-26
97216,501,1,2011-02-26
142722,6879,3,2011-02-26
97216,3990,3,2011-02-26
142722,4716,2,2011-02-26
72196,3970,2,2011-02-26
142722,3361,0,2011-02-26
72188,6409,3,2011-02-26
143554,2303,1,2011-02-26
72321,8904,3,2011-02-26
143214,3280,2,2011-02-26
72188,1964,3,2011-02-26
143542,1225,1,2011-02-26
72188,615,3,2011-02-26
143356,3352,3,2011-02-26
72188,15206,1,2011-02-26
143356,6680,0,2011-02-26
72188,7717,1,2011-02-26
143356,992,2,2011-02-26
72188,377,3,2011-02-26
39857,9556,1,2011-02-26
45672,2832,1,2011-02-26
40797,1151,2,2011-02-26
45039,1764,1,2011-02-26
40783,3114,1,2011-02-26
47331,3998,1,2011-02-26
84780,6617,0,2011-02-26
45672,2840,1,2011-02-26
84780,7496,2,2011-02-26
45672,8018,1,2011-02-26
4,2970,3,2011-02-26
45672,8606,2,2011-02-26
54245,4105,2,2011-02-26
109018,7899,0,2011-02-26
29745,8450,2,2011-02-26
125776,902,1,2011-02-26
22244,9592,2,2011-02-26
136270,8230,2,2011-02-26
29745,2737,1,2011-02-26
134544,4058,2,2011-02-26
134544,9556,3,2011-02-26
12099,9716,2,2011-02-26
124148,841,2,2011-02-26
136478,3226,1,2011-02-26
51331,3079,1,2011-02-27
120992,7500,1,2011-02-27
51331,799,2,2011-02-27
129142,3265,1,2011-02-27
86956,124,2,2011-02-27
127330,6414,2,2011-02-27
86956,3989,1,2011-02-27
120992,698,2,2011-02-27
86956,229,3,2011-02-27
12934,82,1,2011-02-27
68925,1961,1,2011-02-27
95736,3127,1,2011-02-27
143832,1887,1,2011-02-27
96474,4056,2,2011-02-27
143750,3329,2,2011-02-27
91954,2397,3,2011-02-27
144008,1060,0,2011-02-27
89936,246,3,2011-02-27
143872,8562,2,2011-02-27
4090,2919,2,2011-02-27
143984,1650,2,2011-02-27
59994,3867,3,2011-02-27
143136,6471,2,2011-02-27
57778,261,1,2011-02-27
144008,7500,2,2011-02-27
39406,8018,1,2011-02-27
144008,5535,3,2011-02-27
77582,7889,1,2011-02-27
144008,410,1,2011-02-27
29312,3040,3,2011-02-27
144008,2042,2,2011-02-27
74986,219,1,2011-02-27
143750,1485,0,2011-02-27
32308,376,1,2011-02-27
66042,9572,1,2011-02-27
111086,9716,2,2011-02-27
74986,262,2,2011-02-27
62713,8018,1,2011-02-27
10221,3564,1,2011-02-27
3167,8056,2,2011-02-27
66042,551,0,2011-02-27
109250,8512,1,2011-02-27
75010,755,3,2011-02-27
11744,9006,3,2011-02-27
29312,2969,2,2011-02-27
23547,8546,3,2011-02-27
18470,9024,3,2011-02-27
24928,9688,1,2011-02-27
116546,499,1,2011-02-28
16039,2022,2,2011-02-28
116546,3126,3,2011-02-28
2477,8214,1,2011-02-28
108428,2273,2,2011-02-28
15655,6825,2,2011-02-28
11229,7157,1,2011-02-28
24268,4008,1,2011-02-28
101638,803,2,2011-02-28
78474,316,2,2011-02-28
11229,1939,1,2011-02-28
21946,3998,3,2011-02-28
10849,6845,2,2011-02-28
78065,1403,2,2011-02-28
11229,2798,2,2011-02-28
20589,6224,2,2011-02-28
118362,4072,2,2011-02-28
78806,11350,0,2011-02-28
119588,9716,3,2011-02-28
21681,3416,2,2011-02-28
119354,994,1,2011-02-28
74956,1674,3,2011-02-28
118362,68,2,2011-02-28
32317,2997,1,2011-02-28
11744,68,2,2011-02-28
74956,493,2,2011-02-28
54972,9716,1,2011-02-28
76052,9784,2,2011-02-28
1357,7491,1,2011-02-28
76016,9836,1,2011-02-28
1357,2670,2,2011-02-28
76016,2589,1,2011-02-28
141728,48,1,2011-02-28
759,6888,2,2011-02-28
122014,2154,1,2011-02-28
78590,1020,1,2011-02-28
5014,2165,3,2011-02-28
82878,3469,1,2011-02-28
71384,6219,2,2011-02-28
84002,1867,1,2011-02-28
68199,3946,1,2011-02-28
82383,8214,1,2011-02-28
68199,6947,1,2011-02-28
84605,48,1,2011-02-28
71404,2865,1,2011-02-28
84605,3116,1,2011-02-28
104424,2647,2,2011-02-28
82383,1896,1,2011-02-28
119354,2735,2,2011-02-28
64527,2165,2,2011-02-28
96034,9088,2,2011-02-28
63740,12692,1,2011-02-28
11229,104,3,2011-02-28
61686,2937,1,2011-02-28
97858,2934,3,2011-02-28
65871,739,2,2011-02-28
90428,154,2,2011-02-28
61686,493,2,2011-02-28
35409,2839,2,2011-02-28
48418,2042,1,2011-02-28
144186,783,1,2011-02-28
144174,6318,1,2011-02-28
144352,3961,1,2011-02-28
144082,9384,3,2011-02-28
144124,739,3,2011-02-28
144352,800,3,2011-02-28
33012,4069,2,2011-03-01
144462,253,2,2011-03-01
127176,192,2,2011-03-01
144414,7077,2,2011-03-01
136752,1456,1,2011-03-01
144450,1119,0,2011-03-01
122150,6680,0,2011-03-01
118362,4656,2,2011-03-01
55931,94,3,2011-03-01
10937,9826,3,2011-03-01
5800,4078,1,2011-03-01
5255,11350,1,2011-03-01
20589,6706,3,2011-03-01
65398,3950,1,2011-03-01
7629,789,1,2011-03-01
49283,3177,2,2011-03-01
28938,1241,1,2011-03-01
144546,401,2,2011-03-01
79017,7705,1,2011-03-01
16651,7119,1,2011-03-01
39902,8002,2,2011-03-01
95532,6374,3,2011-03-01
88902,389,1,2011-03-01
45672,1151,1,2011-03-01
83066,6692,3,2011-03-01
4685,9716,3,2011-03-02
80947,3172,2,2011-03-02
5576,2646,1,2011-03-02
82845,713,1,2011-03-02
144804,9044,2,2011-03-02
82845,4400,0,2011-03-02
144750,3972,3,2011-03-02
82612,3588,3,2011-03-02
144284,2154,2,2011-03-02
10051,4191,3,2011-03-02
144898,1709,2,2011-03-02
80947,1346,0,2011-03-02
144944,1355,2,2011-03-02
115286,5591,3,2011-03-02
145018,499,1,2011-03-02
41898,9590,2,2011-03-02
143132,8900,1,2011-03-02
13296,7831,2,2011-03-02
38745,9306,2,2011-03-02
119846,8742,2,2011-03-02
38745,4401,1,2011-03-02
131270,9150,3,2011-03-02
24222,292,2,2011-03-02
98766,6009,1,2011-03-02
131270,3339,1,2011-03-02
78358,378,2,2011-03-02
55397,804,3,2011-03-02
20589,15242,1,2011-03-02
76213,5756,3,2011-03-02
12134,261,2,2011-03-03
28008,2455,1,2011-03-03
1357,9390,2,2011-03-03
18599,9828,2,2011-03-03
13770,1728,3,2011-03-03
28938,7058,3,2011-03-03
126012,1103,1,2011-03-03
18599,6791,2,2011-03-03
141796,9802,2,2011-03-03
30951,7595,2,2011-03-03
40783,2729,1,2011-03-03
78353,1961,1,2011-03-03
71311,2796,1,2011-03-03
35910,9814,1,2011-03-03
105936,2589,1,2011-03-03
3367,292,2,2011-03-03
10745,2065,2,2011-03-03
5592,114,0,2011-03-03
105936,9836,1,2011-03-03
5592,6635,1,2011-03-03
839,6009,1,2011-03-03
96242,651,2,2011-03-03
83607,499,0,2011-03-03
145428,9802,2,2011-03-03
839,125,2,2011-03-03
145340,200,3,2011-03-03
839,48,1,2011-03-03
145144,2970,3,2011-03-03
83066,4088,2,2011-03-03
145216,9814,2,2011-03-03
89494,3029,2,2011-03-03
145078,9728,3,2011-03-03
839,6902,3,2011-03-03
145340,4026,3,2011-03-03
52568,480,1,2011-03-03
37051,104,1,2011-03-03
145176,9814,2,2011-03-03
37840,6061,2,2011-03-03
145396,2988,2,2011-03-03
37000,2843,1,2011-03-04
145640,3202,3,2011-03-04
37000,13416,2,2011-03-04
145570,9716,3,2011-03-04
37439,3199,1,2011-03-04
145570,104,1,2011-03-04
37000,125,2,2011-03-04
144764,2845,2,2011-03-04
9017,9814,2,2011-03-04
145750,9230,1,2011-03-04
103878,6535,2,2011-03-04
145652,9814,2,2011-03-04
44190,9598,2,2011-03-04
140856,5535,2,2011-03-04
44877,2865,1,2011-03-04
132682,7686,3,2011-03-04
35308,789,1,2011-03-04
20632,6317,1,2011-03-04
35308,7505,2,2011-03-04
15773,7058,3,2011-03-04
35308,9688,2,2011-03-04
19152,292,2,2011-03-04
35308,855,2,2011-03-04
7331,3268,2,2011-03-04
49084,9838,3,2011-03-04
73187,898,0,2011-03-04
52568,253,2,2011-03-04
72393,3423,1,2011-03-04
145722,8326,2,2011-03-04
70028,5535,3,2011-03-04
67094,7058,2,2011-03-04
83022,9556,2,2011-03-04
83066,7783,2,2011-03-04
12257,7188,2,2011-03-05
84259,523,0,2011-03-05
95736,522,1,2011-03-05
81941,7058,2,2011-03-05
95736,6131,3,2011-03-05
83066,9842,3,2011-03-05
91628,59,3,2011-03-05
84259,1747,2,2011-03-05
91628,6482,2,2011-03-05
84259,1965,1,2011-03-05
124674,1151,3,2011-03-05
79852,369,3,2011-03-05
30465,7089,2,2011-03-05
105800,650,3,2011-03-05
22755,898,1,2011-03-05
10599,9838,0,2011-03-05
23807,8450,2,2011-03-05
116784,651,3,2011-03-05
28142,252,2,2011-03-05
106578,6546,1,2011-03-05
7680,495,1,2011-03-05
111396,9150,3,2011-03-05
73596,3200,1,2011-03-05
127176,9716,2,2011-03-05
79508,6611,1,2011-03-05
124674,7301,1,2011-03-05
146064,468,1,2011-03-05
127498,6679,3,2011-03-05
145990,3972,3,2011-03-05
127176,1123,0,2011-03-05
146154,8512,2,2011-03-05
140046,9812,3,2011-03-05
146020,6551,3,2011-03-05
46890,8546,3,2011-03-05
144008,9342,2,2011-03-05
61103,4105,3,2011-03-05
50834,2797,0,2011-03-05
61103,3199,1,2011-03-05
49624,1559,1,2011-03-05
55944,3144,3,2011-03-05
6997,3933,1,2011-03-05
53210,360,1,2011-03-05
70005,1613,2,2011-03-05
7331,9572,1,2011-03-05
72188,292,3,2011-03-05
65580,2239,1,2011-03-06
128218,739,2,2011-03-06
65580,6611,1,2011-03-06
99,1,3,2011-03-06
65580,8214,1,2011-03-06
94506,82,1,2011-03-06
65580,1299,1,2011-03-06
29633,3854,2,2011-03-06
42234,5851,2,2011-03-06
39397,196,2,2011-03-06
42234,9582,1,2011-03-06
21681,5851,3,2011-03-06
42234,2042,3,2011-03-06
78906,1103,2,2011-03-06
82956,3219,1,2011-03-06
16032,3200,1,2011-03-06
8352,9320,1,2011-03-06
75429,651,3,2011-03-06
84360,1751,3,2011-03-06
75945,2843,1,2011-03-06
80272,648,0,2011-03-06
77582,42,1,2011-03-06
83241,7722,2,2011-03-06
77109,396,3,2011-03-06
58209,1980,1,2011-03-06
65580,387,1,2011-03-06
146570,9796,1,2011-03-06
5169,1613,1,2011-03-06
105872,1420,2,2011-03-06
144764,1401,0,2011-03-06
5169,7874,1,2011-03-06
146706,2536,1,2011-03-06
5016,1403,3,2011-03-06
146644,7257,2,2011-03-06
146118,6846,3,2011-03-06
143554,468,1,2011-03-06
146644,1885,2,2011-03-06
144764,2796,1,2011-03-06
146644,208,1,2011-03-06
144764,7535,2,2011-03-06
5016,3867,2,2011-03-07
147018,9716,1,2011-03-07
1654,1627,2,2011-03-07
147136,9796,3,2011-03-07
74034,2374,2,2011-03-07
146730,1136,0,2011-03-07
1654,5678,0,2011-03-07
146974,9828,0,2011-03-07
76960,2409,1,2011-03-07
146730,7334,1,2011-03-07
16128,7096,1,2011-03-07
146970,8326,1,2011-03-07
76960,423,3,2011-03-07
147052,9786,3,2011-03-07
18470,3258,2,2011-03-07
146908,9822,2,2011-03-07
74223,7058,3,2011-03-07
146792,7496,2,2011-03-07
24286,6902,1,2011-03-07
146800,2988,1,2011-03-07
74223,501,1,2011-03-07
147134,7267,1,2011-03-07
29633,1376,3,2011-03-07
7253,11350,1,2011-03-07
22755,6503,2,2011-03-07
7313,3003,1,2011-03-07
3022,7096,0,2011-03-07
72114,9802,1,2011-03-07
137890,9716,2,2011-03-07
72188,48,3,2011-03-07
137890,1182,2,2011-03-07
42639,9230,2,2011-03-07
130678,2092,1,2011-03-07
90580,8512,1,2011-03-07
133786,208,2,2011-03-07
145090,1764,1,2011-03-07
130678,300,1,2011-03-07
9310,9044,2,2011-03-07
3919,159,3,2011-03-07
9310,7098,3,2011-03-07
56661,9716,2,2011-03-07
9310,495,1,2011-03-07
89254,747,2,2011-03-07
33862,7666,2,2011-03-07
108662,2954,1,2011-03-07
81941,6224,1,2011-03-07
102926,10908,0,2011-03-07
89254,11350,1,2011-03-07
104802,6318,1,2011-03-07
84421,9388,2,2011-03-07
87028,6841,2,2011-03-07
91968,7146,1,2011-03-08
84702,6370,3,2011-03-08
96,1833,1,2011-03-08
79044,6116,2,2011-03-08
96,1544,2,2011-03-08
83066,6459,2,2011-03-08
96,4400,1,2011-03-08
140254,48,2,2011-03-08
97216,6604,2,2011-03-08
135064,9716,2,2011-03-08
96,114,1,2011-03-08
13474,3259,1,2011-03-08
147488,2796,2,2011-03-08
140254,125,2,2011-03-08
147506,2374,0,2011-03-08
64355,3230,2,2011-03-08
147488,1637,0,2011-03-08
49985,10248,1,2011-03-08
147488,1479,3,2011-03-08
41278,2600,1,2011-03-08
147472,7612,3,2011-03-08
18442,3961,3,2011-03-08
147454,522,1,2011-03-08
21025,7694,2,2011-03-08
147382,6116,3,2011-03-08
17960,7297,2,2011-03-08
147268,9150,1,2011-03-08
17803,4734,2,2011-03-08
147262,378,1,2011-03-08
108848,1668,2,2011-03-08
147252,3995,1,2011-03-08
113114,6961,1,2011-03-08
147232,1722,0,2011-03-08
55931,1966,1,2011-03-08
147176,3867,1,2011-03-08
44031,9716,2,2011-03-08
35328,9124,3,2011-03-08
147176,1424,0,2011-03-08
33903,485,1,2011-03-08
147124,1061,2,2011-03-08
33012,253,3,2011-03-09
146992,9756,0,2011-03-09
128910,7058,2,2011-03-09
147676,1901,1,2011-03-09
12461,5140,1,2011-03-09
147676,4191,2,2011-03-09
93464,7146,2,2011-03-09
147702,11350,3,2011-03-09
999,2471,1,2011-03-09
147706,3851,0,2011-03-09
999,7366,2,2011-03-09
147764,8432,3,2011-03-09
52483,6482,3,2011-03-09
147868,3851,1,2011-03-09
52483,6578,3,2011-03-09
147352,1544,2,2011-03-09
52483,393,3,2011-03-09
147506,11350,1,2011-03-09
52483,14976,2,2011-03-09
60914,1760,1,2011-03-09
104920,9804,1,2011-03-09
32086,154,0,2011-03-09
102926,2662,2,2011-03-09
16205,1365,2,2011-03-09
37000,2433,0,2011-03-09
46333,9828,2,2011-03-09
74986,380,3,2011-03-09
44762,154,1,2011-03-09
16205,14184,3,2011-03-09
46333,48,2,2011-03-09
73744,3271,3,2011-03-09
19883,3199,0,2011-03-09
19883,6634,1,2011-03-09
60916,2297,1,2011-03-10
18887,7500,1,2011-03-10
147134,2471,1,2011-03-10
20299,1480,1,2011-03-10
147214,495,3,2011-03-10
28938,7936,1,2011-03-10
144764,5249,1,2011-03-10
21271,9814,2,2011-03-10
148144,9418,3,2011-03-10
24286,8076,3,2011-03-10
147986,3898,2,2011-03-10
75854,5851,3,2011-03-10
41438,1668,2,2011-03-10
7618,3935,2,2011-03-10
48338,9812,2,2011-03-10
73632,6131,2,2011-03-10
147946,1040,2,2011-03-10
122242,6843,0,2011-03-10
94468,6382,2,2011-03-10
126584,1182,1,2011-03-10
9416,9814,1,2011-03-10
122620,48,2,2011-03-10
69810,326,1,2011-03-10
135116,12692,2,2011-03-10
106794,8326,2,2011-03-10
52963,200,0,2011-03-10
47331,59,1,2011-03-10
117876,6635,0,2011-03-10
114150,7157,1,2011-03-10
126312,8326,1,2011-03-11
101662,10798,2,2011-03-11
137878,2605,2,2011-03-11
110736,3829,1,2011-03-11
137878,253,1,2011-03-11
89904,2443,2,2011-03-11
61757,2865,0,2011-03-11
9635,3995,2,2011-03-11
64355,1410,3,2011-03-11
84605,35,2,2011-03-11
26778,2579,3,2011-03-11
148622,9714,1,2011-03-11
7696,435,2,2011-03-11
148622,1099,3,2011-03-11
18034,2734,0,2011-03-11
148578,9814,2,2011-03-11
74925,11350,2,2011-03-11
148502,9760,3,2011-03-11
2525,6846,1,2011-03-11
148194,9716,2,2011-03-11
77517,11350,1,2011-03-11
45308,9814,2,2011-03-11
7253,6714,1,2011-03-11
47181,9774,2,2011-03-11
6857,9306,2,2011-03-11
54662,340,1,2011-03-11
4900,246,2,2011-03-11
70805,9814,2,2011-03-11
54662,2116,1,2011-03-11
50033,6802,3,2011-03-11
4899,2797,1,2011-03-11
71384,262,1,2011-03-12
4899,2839,2,2011-03-12
86432,59,2,2011-03-12
136270,9716,2,2011-03-12
92862,7058,2,2011-03-12
141762,1282,1,2011-03-12
115760,8088,3,2011-03-12
35237,9802,2,2011-03-12
65461,7098,3,2011-03-12
40783,1247,1,2011-03-12
60505,208,2,2011-03-12
4259,7509,3,2011-03-12
62413,6902,1,2011-03-12
5576,377,2,2011-03-12
148888,7109,0,2011-03-12
39948,8890,2,2011-03-12
24286,68,2,2011-03-12
148922,5591,2,2011-03-12
75045,7779,0,2011-03-12
148806,6611,1,2011-03-12
29104,165,1,2011-03-12
149070,9814,2,2011-03-12
22244,6426,2,2011-03-12
149118,6116,3,2011-03-12
29104,3026,1,2011-03-12
148924,9592,2,2011-03-12
16646,7509,2,2011-03-12
148798,4007,1,2011-03-12
148956,9802,3,2011-03-12
148950,2116,2,2011-03-12
148806,200,3,2011-03-12
73632,8038,3,2011-03-13
149498,85,2,2011-03-13
26762,1182,0,2011-03-13
149508,9390,3,2011-03-13
73632,192,1,2011-03-13
149498,6880,1,2011-03-13
28938,802,2,2011-03-13
149476,8890,3,2011-03-13
74206,7686,2,2011-03-13
149454,6948,1,2011-03-13
22356,282,2,2011-03-13
149508,94,2,2011-03-13
7680,9230,1,2011-03-13
149540,2116,1,2011-03-13
3526,6714,2,2011-03-13
149400,2116,2,2011-03-13
83323,7439,2,2011-03-13
149352,994,3,2011-03-13
5255,1980,1,2011-03-13
149540,2798,0,2011-03-13
5086,3832,0,2011-03-13
149352,760,3,2011-03-13
53193,4108,3,2011-03-13
149540,3089,1,2011-03-13
111640,447,1,2011-03-13
149352,2795,3,2011-03-13
12319,1917,0,2011-03-13
149540,6426,1,2011-03-13
12319,217,2,2011-03-13
147134,5851,1,2011-03-13
65870,9716,2,2011-03-13
148810,3824,0,2011-03-13
45824,270,3,2011-03-13
41536,8214,1,2011-03-13
39484,1901,1,2011-03-13
45672,7873,1,2011-03-13
37051,9716,2,2011-03-13
45672,863,1,2011-03-13
39484,3062,1,2011-03-13
36102,5144,0,2011-03-13
39582,7705,1,2011-03-13
149722,712,1,2011-03-14
67346,7098,3,2011-03-14
146086,7913,1,2011-03-14
68427,2041,1,2011-03-14
147252,9558,2,2011-03-14
73123,4044,1,2011-03-14
149722,7530,2,2011-03-14
15601,2301,2,2011-03-14
149850,340,1,2011-03-14
78353,6303,2,2011-03-14
149646,9716,1,2011-03-14
15601,7856,1,2011-03-14
149862,200,3,2011-03-14
78353,567,1,2011-03-14
149862,490,2,2011-03-14
16366,9582,1,2011-03-14
149862,6302,3,2011-03-14
75832,1558,2,2011-03-14
149862,81,1,2011-03-14
20990,9556,2,2011-03-14
149812,9230,1,2011-03-14
52562,2811,1,2011-03-14
149736,6846,1,2011-03-14
92888,229,2,2011-03-14
149722,3115,2,2011-03-14
115152,749,1,2011-03-14
149722,1709,1,2011-03-14
89494,7849,2,2011-03-14
64355,4072,3,2011-03-14
8561,7675,2,2011-03-14
60505,82,2,2011-03-14
55804,2839,3,2011-03-14
67094,9658,1,2011-03-14
139538,994,1,2011-03-14
115152,3933,1,2011-03-14
133134,7934,2,2011-03-14
101024,9716,3,2011-03-14
115152,6987,2,2011-03-14
115152,6578,2,2011-03-14
66042,1948,3,2011-03-15
106578,2437,2,2011-03-15
66042,6359,0,2011-03-15
10380,1073,0,2011-03-15
6103,9660,0,2011-03-15
102180,1723,3,2011-03-15
150004,3845,2,2011-03-15
36102,1957,1,2011-03-15
999,377,3,2011-03-15
34487,2715,2,2011-03-15
32285,6219,1,2011-03-15
35485,3946,1,2011-03-15
9725,7710,2,2011-03-15
45672,7755,2,2011-03-15
139800,86,3,2011-03-15
47546,6319,3,2011-03-15
54531,3149,1,2011-03-15
68301,3200,0,2011-03-15
51195,7498,0,2011-03-15
70360,7190,2,2011-03-15
74509,2272,2,2011-03-15
54531,6708,3,2011-03-15
28390,6388,1,2011-03-15
89476,7887,3,2011-03-15
74509,3990,2,2011-03-15
80463,9150,1,2011-03-15
28390,4160,2,2011-03-15
7930,3935,2,2011-03-15
74509,9556,2,2011-03-15
84605,6962,1,2011-03-15
